Paper,Subtribes,Municipality,Long,Lat,Species,contagem
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Evandromyia tarapacaensis,9
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Evandromyia wilsoni,6
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Lutzomyia flabellata,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Lutzomyia sherlocki,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Migonemyia migonei,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Pintomyia duckei,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Pintomyia fiocruzi,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Sciopemyia sordellii,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.901053,-9.154571,Trichopygomyia dasypodogeton,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Evandromyia monstruosa,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Evandromyia tarapacaensis,7
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Evandromyia wilsoni,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Lutzomyia sherlocki,5
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Migonemyia migonei,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Pintomyia duckei,3
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Pintomyia fiocruzi,2
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Pintomyia serrana,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Sciopemyia sordellii,4
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Trichopygomyia longispina,1
Leão et al. 2020,Lutzomyiina,Itapuã do Oeste,-62.89924,-9.156463,Trichopygomyia rondoniensis,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Nyssomyia antunesi,156
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Nyssomyia fraihai,232
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Nyssomyia richardwardi,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Nyssomyia umbratilis,21
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Nyssomyia whitmani,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psathyromyia aragaoi,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psathyromyia bigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psathyromyia lutziana,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus ayrozai,344
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus bispinosus,8
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus carrerai,19
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus chagasi,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus claustrei,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus complexus,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus davisi,109
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus geniculatus,70
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus hirsutus,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus lainsoni,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Psychodopygus llanosmartinsi,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Trichophoromyia ubiquitalis,24
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Viannamyia furcata,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913229,-9.241141,Viannamyia tuberculata,14
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Bichromomyia flaviscutellata,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Nyssomyia antunesi,29
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Nyssomyia fraihai,59
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Nyssomyia richardwardi,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Nyssomyia umbratilis,10
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Nyssomyia whitmani,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psathyromyia aragaoi,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus ayrozai,114
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus bispinosus,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus carrerai,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus chagasi,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus claustrei,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus davisi,106
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus geniculatus,40
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus hirsutus,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus lainsoni,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Psychodopygus llanosmartinsi,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Trichophoromyia ubiquitalis,20
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Viannamyia furcata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913202,-9.237748,Viannamyia tuberculata,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Bichromomyia flaviscutellata,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Nyssomyia antunesi,1062
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Nyssomyia fraihai,61
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Nyssomyia richardwardi,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Nyssomyia umbratilis,20
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psathyromyia aragaoi,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psathyromyia bigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psathyromyia campbelli,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psathyromyia dendrophyla,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psathyromyia punctigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus ayrozai,79
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus bispinosus,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus carrerai,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus chagasi,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus claustrei,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus davisi,49
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus geniculatus,17
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Psychodopygus lainsoni,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Trichophoromyia ubiquitalis,40
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Viannamyia furcata,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913198,-9.254584,Viannamyia tuberculata,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Bichromomyia flaviscutellata,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Nyssomyia anduzei,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Nyssomyia antunesi,40
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Nyssomyia fraihai,147
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Nyssomyia richardwardi,11
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Nyssomyia umbratilis,34
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Nyssomyia whitmani,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psathyromyia abonnenci,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psathyromyia aragaoi,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psathyromyia dendrophyla,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus ayrozai,78
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus bispinosus,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus carrerai,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus chagasi,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus claustrei,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus davisi,53
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus geniculatus,34
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus hirsutus,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus lainsoni,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Psychodopygus llanosmartinsi,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Trichophoromyia ubiquitalis,21
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Viannamyia furcata,11
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913195,-9.24922,Viannamyia tuberculata,8
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Bichromomyia flaviscutellata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Nyssomyia antunesi,143
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Nyssomyia fraihai,73
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Nyssomyia richardwardi,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Nyssomyia umbratilis,37
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psathyromyia aragaoi,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psathyromyia dendrophyla,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus ayrozai,57
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus bispinosus,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus carrerai,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus chagasi,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus complexus,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus davisi,78
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus geniculatus,10
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Psychodopygus lainsoni,7
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Trichophoromyia ubiquitalis,35
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Viannamyia furcata,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.913192,-9.251843,Viannamyia tuberculata,8
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Nyssomyia antunesi,80
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Nyssomyia fraihai,176
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Nyssomyia richardwardi,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Nyssomyia umbratilis,20
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Nyssomyia whitmani,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psathyromyia aragaoi,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psathyromyia campbelli,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus amazonensis,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus ayrozai,124
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus bispinosus,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus carrerai,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus chagasi,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus davisi,66
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus geniculatus,19
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus hirsutus,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Psychodopygus lainsoni,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Trichophoromyia auraensis,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Trichophoromyia ubiquitalis,52
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Viannamyia furcata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.257632,Viannamyia tuberculata,7
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Nyssomyia antunesi,404
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Nyssomyia fraihai,104
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Nyssomyia richardwardi,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Nyssomyia umbratilis,29
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psathyromyia aragaoi,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psathyromyia campbelli,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psathyromyia punctigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus ayrozai,418
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus bispinosus,10
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus carrerai,8
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus chagasi,13
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus claustrei,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus davisi,107
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus geniculatus,38
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus lainsoni,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus leonidasdeanei,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Psychodopygus llanosmartinsi,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Trichophoromyia ubiquitalis,31
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Viannamyia furcata,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912999,-9.246269,Viannamyia tuberculata,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Bichromomyia flaviscutellata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Nyssomyia antunesi,37
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Nyssomyia fraihai,75
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Nyssomyia umbratilis,20
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Nyssomyia whitmani,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psathyromyia aragaoi,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psathyromyia bigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psathyromyia dendrophyla,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus amazonensis,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus ayrozai,152
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus carrerai,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus chagasi,15
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus claustrei,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus davisi,74
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus geniculatus,24
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus hirsutus,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus lainsoni,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Psychodopygus llanosmartinsi,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Trichophoromyia ubiquitalis,18
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Viannamyia furcata,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.912945,-9.24359,Viannamyia tuberculata,7
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Bichromomyia flaviscutellata,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Nyssomyia antunesi,23
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Nyssomyia fraihai,33
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Nyssomyia richardwardi,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Nyssomyia umbratilis,10
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Nyssomyia whitmani,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psathyromyia aragaoi,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psathyromyia bigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psathyromyia dendrophyla,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus amazonensis,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus ayrozai,50
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus bispinosus,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus carrerai,26
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus chagasi,3
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus davisi,107
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus geniculatus,17
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus hirsutus,10
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus lainsoni,26
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Psychodopygus llanosmartinsi,11
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Trichophoromyia auraensis,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Trichophoromyia clitella,10
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Trichophoromyia ubiquitalis,134
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Viannamyia furcata,18
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.911355,-9.14185,Viannamyia tuberculata,6
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Bichromomyia flaviscutellata,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Nyssomyia antunesi,77
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Nyssomyia fraihai,96
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Nyssomyia richardwardi,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Nyssomyia umbratilis,9
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Nyssomyia whitmani,4
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psathyromyia aragaoi,15
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psathyromyia bigeniculata,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psathyromyia dendrophyla,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psathyromyia dreisbachi,2
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psathyromyia lutziana,1
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psychodopygus amazonensis,20
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psychodopygus ayrozai,53
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psychodopygus bispinosus,5
Leão et al. 2020,Psychodopygina,Itapuã do Oeste,-62.909598,-9.144071,Psychodopygus carrerai,25
