Paper,Subtribes,Municipality,Long,Lat,Species,contagem
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130555556,-9.26319166667,Trichopygomyia rondoniensis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Evandromyia georgii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Evandromyia infraspinosa,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Evandromyia saulensis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Evandromyia wilsoni,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Lutzomyia sherlocki,17
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Pintomyia fiocruzi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9130472222,-9.26489444444,Trichopygomyia dasypodogeton,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Evandromyia georgii,6
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Evandromyia wilsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Lutzomyia marinkellei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Lutzomyia sherlocki,10
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Migonemyia migonei,11
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Pintomyia nevesi,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Pintomyia serrana,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Sciopemyia sordellii,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Trichopygomyia dasypodogeton,20
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9125722222,-9.26646944444,Trichopygomyia rondoniensis,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Evandromyia georgii,21
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Evandromyia saulensis,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Lutzomyia marinkellei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Lutzomyia sherlocki,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Pintomyia nevesi,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Sciopemyia sordellii,18
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.90925,-9.14466944444,Trichopygomyia dasypodogeton,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Evandromyia bacula,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Evandromyia georgii,14
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Evandromyia infraspinosa,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Evandromyia saulensis,6
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Evandromyia tarapacaensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Evandromyia wilsoni,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Lutzomyia marinkellei,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Lutzomyia sherlocki,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Pintomyia nevesi,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Sciopemyia sordellii,17
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9085611111,-9.14536944444,Trichopygomyia dasypodogeton,19
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Evandromyia georgii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Evandromyia infraspinosa,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Evandromyia saulensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Evandromyia walkeri,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Evandromyia wilsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Lutzomyia evangelistai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Lutzomyia marinkellei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Lutzomyia sherlocki,31
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Pintomyia nevesi,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Pintomyia serrana,15
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Sciopemyia sordellii,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Itapuã do Oeste,-62.9078472222,-9.14629444444,Trichopygomyia dasypodogeton,10
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.978389,-10.889472,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.97811111,-10.88963889,Pintomyia serrana,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.97419444,-10.89883333,Lutzomyia sherlocki,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.97419444,-10.89883333,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.969306,-10.914056,Evandromyia saulensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.969306,-10.914056,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.96919444,-10.91419444,Evandromyia saulensis,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.96919444,-10.91419444,Lutzomyia sherlocki,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.96919444,-10.91419444,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.93413889,-10.90644444,Evandromyia lenti,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.93413889,-10.90644444,Evandromyia saulensis,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Ji-Paraná,-61.93413889,-10.90644444,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33975,-10.25288889,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33975,-10.25288889,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33975,-10.25288889,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.331306,-10.260444,Sciopemyia fluviatilis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33125,-10.2605,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33125,-10.2605,Pintomyia nevesi,6
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33125,-10.2605,Pintomyia serrana,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33125,-10.2605,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.33125,-10.2605,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.32347222,-10.25263889,Evandromyia walkeri,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.32347222,-10.25263889,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.32347222,-10.25263889,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.32347222,-10.25263889,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.319556,-10.2525,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.31938889,-10.25255556,Pintomyia nevesi,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.31938889,-10.25255556,Sciopemyia sordellii,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.30608333,-10.25447222,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.306083,-10.254472,Evandromyia bacula,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.306083,-10.254472,Evandromyia georgii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.306083,-10.254472,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Monte Negro,-63.305778,-10.254111,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Evandromyia bacula,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Evandromyia saulensis,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Evandromyia walkeri,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Evandromyia wilsoni,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Lutzomyia sherlocki,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Pressatia triacantha,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Sciopemyia sordellii,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5569611111,-10.3188666667,Trichopygomyia dasypodogeton,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Evandromyia bacula,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Evandromyia saulensis,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Evandromyia termitophila,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Evandromyia wilsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Lutzomyia sherlocki,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Pintomyia nevesi,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Pintomyia serrana,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Sciopemyia sordellii,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5557,-10.3187305556,Trichopygomyia dasypodogeton,30
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Evandromyia bacula,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Evandromyia saulensis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Lutzomyia sherlocki,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Pintomyia nevesi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5537666667,-10.3154555556,Trichopygomyia dasypodogeton,16
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Evandromyia saulensis,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Evandromyia wilsoni,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Lutzomyia sherlocki,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Migonemyia migonei,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Pintomyia nevesi,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Pintomyia serrana,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Pressatia calcarata,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Pressatia triacantha,6
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Sciopemyia sordellii,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5446222222,-10.3137388889,Trichopygomyia dasypodogeton,6
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Evandromyia bacula,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Evandromyia saulensis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Evandromyia williamsi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Evandromyia wilsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Lutzomyia sherlocki,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Migonemyia migonei,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Pintomyia fiocruzi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Pressatia triacantha,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5433416667,-10.3132638889,Trichopygomyia dasypodogeton,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Evandromyia bacula,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Evandromyia monstruosa,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Evandromyia saulensis,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Evandromyia tarapacaensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Evandromyia termitophila,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Evandromyia wilsoni,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Lutzomyia sherlocki,5
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Pressatia calcarata,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Pressatia triacantha,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Sciopemyia sordellii,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,Trichopygomyia dasypodogeton,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Nova Mamoré,-64.5427861111,-10.3127083333,sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.97538889,-8.687388889,Evandromyia georgii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.97538889,-8.687388889,Evandromyia tarapacaensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.97538889,-8.687388889,Lutzomyia sherlocki,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.97538889,-8.687388889,Pintomyia nevesi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.97538889,-8.687388889,Sciopemyia sordellii,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.97538889,-8.687388889,Trichopygomyia dasypodogeton,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.96075,-8.733888889,Evandromyia georgii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.96075,-8.733888889,Evandromyia tarapacaensis,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.96075,-8.733888889,Lutzomyia sherlocki,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.96075,-8.733888889,Sciopemyia fluviatilis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.96075,-8.733888889,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.957778,-8.632556,Lutzomyia sherlocki,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.957778,-8.632556,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.957778,-8.632556,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.95777778,-8.632555556,Evandromyia georgii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.95777778,-8.632555556,Lutzomyia sherlocki,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.93066667,-8.823083333,Evandromyia wilsoni,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.93066667,-8.823083333,Lutzomyia sherlocki,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.93066667,-8.823083333,Sciopemyia sordellii,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.93,-8.8235,Pintomyia nevesi,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.93,-8.8235,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.92466667,-8.846,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.92383333,-8.84525,Lutzomyia sherlocki,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.92383333,-8.84525,Sciopemyia servulolimai,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.92383333,-8.84525,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Porto Velho,-63.92383333,-8.84525,Trichopygomyia dasypodogeton,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Evandromyia georgii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Evandromyia monstruosa,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Evandromyia saulensis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Evandromyia termitophila,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Evandromyia walkeri,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Lutzomyia sherlocki,9
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Sciopemyia sordellii,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6564777778,-9.62469444444,Trichopygomyia dasypodogeton,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Evandromyia bacula,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Evandromyia saulensis,14
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Evandromyia walkeri,16
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Lutzomyia sherlocki,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Pintomyia serrana,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Sciopemyia servulolimai,3
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Sciopemyia sordellii,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6560194444,-9.625325,Trichopygomyia dasypodogeton,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Evandromyia georgii,4
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Evandromyia saulensis,11
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Evandromyia walkeri,12
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Lutzomyia flabellata,1
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Lutzomyia sherlocki,7
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Sciopemyia fluviatilis,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Sciopemyia servulolimai,2
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Sciopemyia sordellii,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6553305556,-9.62606388889,Trichopygomyia dasypodogeton,8
"Pereira  Júnior  2019 (1,2 e3)",Lutzomyiina,Vale do Anari,-61.6477916667,-9.63261666667,Evandromyia monstruosa,1
